title,platform,fix_date,developer,genre,user_score,category
"Valkyria Chronicles",PC,11-11-2014,Sega,"General, Historic, Strategy, Turn-Based, Tactics",8.2,"Very Good"
"Valkyria Chronicles",PS3,04-11-2008,Sega,"Role-Playing, Strategy, Action RPG, Turn-Based, General, General, Historic, Tactics",8.7,"Very Good"
"Valkyria Chronicles",Switch,16-10-2018,Sega,"Strategy, Turn-Based, Tactics",8.1,"Very Good"
"Valkyria Chronicles 4",PC,25-09-2018,Sega,"Strategy, Turn-Based, Tactics",8.3,"Very Good"
"Valkyria Chronicles 4",PS4,25-09-2018,"Sega,  Media.Vision","Strategy, Turn-Based, Tactics",8.1,"Very Good"
"Valkyria Chronicles 4",Switch,25-09-2018,Sega,"Strategy, Turn-Based, Tactics",8.4,"Very Good"
"Valkyria Chronicles II",PSP,30-08-2010,Sega,"Role-Playing, Strategy, Action RPG, Turn-Based, Historic, Historic, Tactics",8.4,"Very Good"
"Valkyria Chronicles Remastered",PS4,17-05-2016,Sega,"Strategy, Turn-Based, Tactics",8.2,"Very Good"
Vanquish,PC,25-05-2017,PlatinumGames,"Action, Shooter, Third-Person, Arcade",9,"Very Good"
Vanquish,PS3,19-10-2010,PlatinumGames,"Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade",9.5,"Very Good"
Vanquish,PS4,18-02-2020,PlatinumGames,"Action, Shooter, Third-Person, Arcade",9.6,"Very Good"
Vanquish,X360,19-10-2010,PlatinumGames,"Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade",9.6,"Very Good"
Vanquish,XONE,18-02-2020,Sega,"Action, Shooter, Third-Person, Arcade",9.5,"Very Good"
Vectorman,PC,01-06-2010,Sega,"Action, Platformer, Platformer, 2D, 2D",8.2,"Very Good"
"Viking: Battle for Asgard",X360,25-03-2008,"Creative Assembly","Action, Action Adventure, General, Fantasy, General, Fantasy",8.1,"Very Good"
"Virtua Fighter 4: Evolution",PS2,13-08-2003,Sega,"Action, Fighting, 3D",8.7,"Very Good"
"Virtua Fighter PC",PC,31-08-1996,"Sega AM2","Action, Fighting, Fighting, 3D, 3D",8.3,"Very Good"
"Virtua Tennis: World Tour",PSP,07-10-2005,"Sumo Digital","Sports, Traditional, Individual, Tennis, Tennis",8.1,"Very Good"
"Virtual-On: Oratorio Tangram Ver.5.66",X360,29-04-2009,"Sega AM3","Action, Fighting, Fighting, 3D, 3D",8.3,"Very Good"
"Wonder Boy III: The Dragon's Trap",WII,09-11-2009,"West One","Action Adventure, Fantasy",8.6,"Very Good"
"World Series Baseball 2K3",PS2,17-03-2003,"Blue Shift","Sports, Traditional, Baseball, Sim",8.6,"Very Good"
"Worldwide Soccer Manager 2005",PC,07-12-2004,"Sports Interactive","Sports, Traditional, Team, Soccer, Management, Management",8.3,"Very Good"
"Worms 3D",XBOX,01-03-2005,Team17,"Strategy, General",8.3,"Very Good"
Yakuza,PS2,05-09-2006,"Amusement Vision","Action Adventure, Modern",8.3,"Very Good"
"Yakuza 0",PC,01-08-2018,"Ryu ga Gotoku Studios","Action Adventure, Open-World",8.6,"Very Good"
"Yakuza 0",PS4,24-01-2017,"Ryu ga Gotoku Studios","Action Adventure, Open-World",8.6,"Very Good"
"Yakuza 0",XONE,26-02-2020,"Ryu ga Gotoku Studios","Action Adventure, Open-World",8.2,"Very Good"
"Yakuza 2",PS2,09-09-2008,"Amusement Vision","Action Adventure, Modern",8.7,"Very Good"
"Yakuza 4",PS3,15-03-2011,"Ryu ga Gotoku Studios","Action Adventure, Modern, Modern, Open-World",8.1,"Very Good"
"Yakuza 5",PS3,08-12-2015,"Ryu ga Gotoku Studios","Modern, Action Adventure, Open-World",8.5,"Very Good"
"Yakuza 6: The Song of Life",PS4,17-04-2018,"Ryu ga Gotoku Studios","Action Adventure, Open-World",8.4,"Very Good"
"Yakuza Kiwami 2",PC,09-05-2019,"Ryu ga Gotoku Studios","Action Adventure, Open-World",8.3,"Very Good"
"Yakuza Kiwami 2",PS4,28-08-2018,"Sega,  Ryu ga Gotoku Studios","Action Adventure, Open-World",8.4,"Very Good"
"Yakuza Kiwami 2",XONE,29-07-2020,"Ryu ga Gotoku Studios","Action Adventure, Open-World",8.3,"Very Good"
"Yakuza: Like a Dragon",PS4,10-11-2020,"Ryu ga Gotoku Studios","Role-Playing, Japanese-Style",8.1,"Very Good"
"Yakuza: Like a Dragon",XONE,10-11-2020,Sega,"Role-Playing, Japanese-Style",8.5,"Very Good"
"Zombie Revenge",DC,31-12-1999,Sega,"Action, "Beat-Em-Up"""",8.2,"Very Good"
